n,k,mmb_items,ummb_items
9980621,3,5,2
9982116,5,6,3
9984525,6,6,3
9985859,4,6,3
9985971,2,3,1
9986691,5,6,3
9987211,8,5,3
9987875,3,3,1
9988291,6,6,3
9988491,6,5,3
9988875,2,3,1
9989147,2,3,1
9989147,4,6,3
9989147,83,10,5
9989147,129,12,6
9989147,215,14,7
9990083,5,6,3
9990083,9,6,3
9990115,2,3,1
9990115,8,6,3
9990115,25,8,4
9990539,1,2,0
9990901,2,4,2
9991069,2,5,2
9991853,4,5,2
9991901,8,7,3
9992901,8,7,3
9993639,3,4,1
9997305,8,5,2
10000759,5,5,2
10001991,7,5,2
10002570,7,5,2
10004626,7,6,2
10007076,8,6,3
10012451,4,6,3
10015647,1,2,0
10015687,7,5,2
10016215,1,2,0
10016447,5,6,2
10016615,7,5,2
10017700,4,3,1
10018612,4,3,1
10019760,5,6,2
10021368,4,4,1
10021870,3,5,2
10021998,6,5,2
10022742,6,4,2
10023974,3,4,2
10024479,3,4,1
10025031,8,7,4
10027868,4,3,1
10028100,3,3,1
10028420,7,6,3
10028572,4,3,1
10028572,80,10,5
10028676,4,3,1
10028676,6,6,3
10028780,1,3,1
10029099,8,5,3
10029099,90,11,6
10029355,7,5,3
10029483,1,2,0
10030083,4,6,3
10031549,2,5,2
10031845,6,7,3
10032013,4,5,2
10032805,4,4,2
10032813,4,5,2
10032869,2,4,2
10034255,4,6,2
10034575,1,2,0
10034599,1,2,0
10035183,5,6,2
10035375,2,4,1
10039233,7,6,2
10039241,4,5,2
10040689,1,1,0
10041128,1,3,1
10041552,6,6,2
10042416,6,6,2
10044493,8,6,3
10044573,3,5,2
10044989,3,5,2
10045453,2,5,2
10045827,8,6,3
10046139,7,6,3
10046139,31,9,5
10046307,7,6,3
10046307,93,9,6
10046779,1,2,0
10047027,6,6,3
10047027,14,6,3
10047027,25,8,5
10047027,117,12,6
10047387,8,6,3
10047387,104,11,6
10047547,2,3,1
10047771,8,6,3
10047883,4,5,3
10048605,7,7,3
10049013,1,1,0
10049149,1,1,0
10049309,4,5,2
10050995,7,6,3
10052131,7,6,3
10052467,2,3,1
10052699,3,3,1
10053387,3,3,1
10053427,1,2,0
10054355,3,3,1
10054867,1,2,0
10054891,5,5,3
10056526,7,6,3
10056822,3,4,2
10057806,3,5,2
10057870,5,5,2
10058174,2,3,1
10058174,23,9,4
10058342,6,4,2
10058478,8,6,3
10058478,16,7,4
10058478,32,7,4
10058622,4,5,2
10058870,5,4,2
10059486,1,3,1
10059694,5,5,2
10059694,97,10,6
10059885,19,8,4
10060709,5,4,2
10061061,2,4,2
10062061,4,5,2
10062277,6,7,3
10062405,6,7,3
10062405,65,11,5
10062621,17,8,4
10062621,108,12,6
10062621,128,12,6
10062621,136,12,6
10065996,1,3,1
10066012,2,3,1
10066452,6,6,3
10068292,2,3,1
10068612,8,6,3
10068612,70,12,6
10069989,4,4,2
10070437,1,1,0
10071181,8,6,3
10071725,4,5,2
10072251,2,3,1
10073931,5,5,3
10074778,7,5,2
10075114,1,2,1
10076290,6,5,2
10078357,1,1,0
10085209,1,1,0
10085681,5,5,2
10086164,6,6,3
10086332,3,3,1
10086572,1,3,1
10087020,7,5,3
10087740,4,3,1
10087860,1,3,1
10087860,37,8,5
10088060,1,3,1
10088060,43,10,5
10088332,4,3,1
10089179,5,6,3
10089219,3,3,1
10089763,5,6,3
10090435,7,6,3
10090969,1,1,0
10090969,4,5,2
10090993,1,1,0
10091665,1,1,0
10091937,1,1,0
10092361,2,5,2
10092401,8,6,2
10092729,8,5,2
10093321,3,5,2
10098075,7,6,3
10098287,4,6,2
10098431,3,4,1
10098615,7,5,2
10099735,4,5,2
10101206,1,3,1
10103323,6,6,3
10103635,3,3,1
10103635,45,9,5
10105346,5,5,2
10108102,4,4,2
10116898,3,5,2
10117210,7,5,2
10117810,4,5,2
10117978,8,5,2
10117978,49,10,5
10118450,6,5,2
10118778,8,5,2
10118866,1,2,1
10119490,5,5,2
10119853,6,6,3
10119965,5,5,2
10120365,6,6,3
10120365,38,8,4
10120365,134,11,6
10120637,14,9,4
10120637,20,9,4
10120637,205,12,8
10120637,239,12,8
10120805,6,7,3
10120805,30,9,4
10121821,3,5,2
10122435,6,6,3
10122451,4,6,3
10123091,2,3,1
10123299,2,3,1
10123299,149,11,6
10126698,1,2,1
10127275,4,5,3
10127275,42,8,4
10127363,4,6,3
10128075,4,5,3
10130509,4,5,2
10133622,3,4,2
10137616,6,6,2
10137672,4,4,1
10138136,4,4,1
10140031,3,4,1
10143297,6,6,2
10143433,7,5,2
10143433,36,9,4
10143433,70,10,5
10143783,6,5,2
10143999,6,6,2
10144103,4,5,2
10144231,6,5,2
10144599,2,4,1
10144599,91,12,7
10144783,5,6,2
10144783,80,11,6
10145143,7,5,2
10145559,1,2,0
10145607,4,5,2
10146269,1,1,0
10148307,27,9,5
10148659,6,6,3
10149043,2,3,1
10149147,6,6,3
10149147,20,7,4
10149147,56,9,5
10149147,82,10,5
10149323,26,8,4
10149323,128,12,7
10149907,3,3,1
10150738,8,6,2
10150818,5,5,2
10158098,6,5,2
10158754,1,2,1
10159090,8,6,2
10159266,7,6,2
10159266,114,10,6
10161283,6,6,3
10161491,2,3,1
10162571,4,5,3
10163203,1,2,0
10163491,2,3,1
10164003,4,6,3
10169016,6,5,2
10171979,6,5,3
10172003,6,6,3
10172302,4,5,2
10173038,6,5,2
10174334,6,5,2
10174398,1,3,1
10174430,5,5,2
10175154,1,2,1
10175514,3,5,2
10175930,5,5,2
10176026,8,5,2
10176290,5,5,2
10176666,4,5,2
10179132,7,6,3
10179412,5,6,3
10181460,5,6,3
10182351,2,4,1
10182687,2,4,1
10182871,8,6,4
10183311,7,6,2
10183447,4,5,2
10183639,4,5,2
10183903,8,8,3
10183903,61,9,6
10185371,4,6,3
10185435,4,6,3
10186003,2,3,1
10186123,4,5,3
10186363,8,6,3
10186475,8,5,3
10186849,7,6,2
10186849,97,9,6
10187049,6,5,2
10187457,7,6,2
10187713,6,6,2
10187873,5,5,2
10188009,7,5,2
10188297,8,5,2
10188297,37,9,4
10188297,75,13,6
10188297,85,13,6
10188545,17,8,3
10188545,25,10,4
10188545,89,14,6
10188545,145,15,7
10188729,7,5,2
10188881,2,5,2
10188990,3,5,2
10189454,8,6,3
10189454,146,12,8
10189454,152,12,8
10189806,4,5,2
10189806,96,10,6
10189806,290,14,8
10189806,306,14,8
10190030,2,3,1
10190030,28,7,4
10190030,105,10,7
10190318,1,3,1
10190686,8,7,3
10191174,4,4,2
10191361,135,16,7
10191473,6,6,2
10191601,1,1,0
10192513,6,6,2
10193081,2,5,2
10193625,3,5,2
10198949,6,7,3
10199445,3,4,2
10199909,7,7,3
10202050,8,6,2
10202658,6,5,2
10202834,4,5,2
10202834,34,9,5
10203314,6,5,2
10203903,5,6,2
10204143,8,7,3
10204503,7,5,2
10204623,1,2,0
10204623,67,8,5
10205127,2,4,1
10205159,6,5,2
10205824,2,3,1
10205896,2,3,1
10207120,8,6,2
10207296,5,6,2
10207888,1,3,1
10208120,126,11,7
10208120,134,11,7
10208616,7,5,2
10209472,7,6,2
10209792,4,4,1
10209968,6,6,2
10209968,32,7,5
10210192,7,6,2
10210523,1,2,0
10211875,5,6,3
10212099,8,6,3
10212099,12,7,3
10212099,150,14,7
10212435,7,6,3
10212491,1,2,0
10213054,7,7,3
10213366,4,4,2
10213366,36,9,5
10213582,2,3,1
10214254,6,5,2
10215182,8,6,3
10215300,12,6,3
10215300,76,12,6
10215340,6,5,3
10215340,32,8,4
10215884,6,5,3
10215996,4,3,1
10216380,7,6,3
10216620,4,3,1
10217060,5,6,3
10217660,5,6,3
10217860,5,6,3
10217980,8,6,3
10219132,2,3,1
10220211,5,6,3
10220611,4,6,3
10221531,4,6,3
10221707,3,3,1
10221947,1,2,0
10222419,2,3,1
10223003,6,6,3
10223587,4,6,3
10225344,4,4,1
10225360,6,6,2
10226096,3,4,1
10226392,1,3,1
10226392,61,9,5
10227056,7,6,2
10227328,8,6,2
10227456,1,3,1
10228376,7,5,2
10228416,7,6,2
10229264,3,4,1
10230162,1,2,1
10230458,2,2,1
10230458,71,11,6
10230610,5,5,2
10231418,8,5,2
10231922,3,5,2
10232311,5,5,2
10232519,2,4,1
10232655,8,7,3
10233519,7,6,2
10233783,4,5,2
10233783,24,8,5
10233943,4,5,2
10234527,4,6,2
10234935,7,5,2
10235375,4,6,2
10235815,5,5,2
10236199,5,5,2
10236311,1,2,0
10236527,2,4,1
10237009,7,6,2
10237089,3,5,2
10237497,5,5,2
10238249,8,5,2
10238817,6,6,2
10238969,7,5,2
10238969,72,12,6
10238969,146,14,7
10238969,150,14,7
10241625,4,5,2
10241817,2,5,2
10242065,7,6,2
10242233,6,5,2
10242409,6,5,2
10243481,6,5,2
10246401,42,12,5
10246825,3,5,2
10248097,7,6,2
10248265,8,5,2
10248377,4,5,2
10248761,8,5,2
10248784,23,8,5
10248784,27,8,5
10249288,2,3,1
10249504,4,4,1
10249504,41,9,6
10249504,158,10,6
10249672,2,3,1
10249672,63,9,5
10249888,4,4,1
10249888,14,8,3
10250096,8,6,2
10250328,3,4,1
10250328,58,9,5
10250504,2,3,1
10251814,5,4,2
10252510,3,5,2
10253564,4,3,1
10253932,6,5,3
10255676,4,3,1
10257626,8,5,2
10260156,1,3,1
10260228,3,3,1
10260228,21,9,4
10261058,8,6,2
10261170,1,2,1
10261418,8,5,2
10261642,7,5,2
10262082,3,5,2
10262410,1,2,1
10262586,4,5,2
10264426,3,5,2
10266173,1,1,0
10266405,7,7,3
10266517,7,7,3
10266517,15,7,3
10267029,1,1,0
10267509,2,4,2
10269085,8,7,3
10269085,10,7,3
10269189,4,4,2
10269581,5,5,2
10269981,2,5,2
10271933,4,5,2
10273408,1,3,1
10273832,7,5,2
10274112,14,8,3
10274112,77,10,7
10274112,153,10,7
10274112,229,10,7
10274112,243,10,7
10274112,255,10,7
10274112,261,10,7
10274112,267,10,7
10274248,5,5,2
10274248,9,7,4
10274600,188,12,7
10274608,2,3,1
10274608,14,7,3
10274608,74,10,6
10274608,98,10,6
10275086,71,10,5
10275086,85,12,6
10275086,369,13,9
10275086,400,13,9
10275086,406,13,9
10275086,476,13,9
10275230,4,5,2
10275230,32,8,5
10275542,7,6,3
10275542,61,9,5
10275542,108,11,7
10275542,110,11,7
10275542,207,11,7
10275542,253,14,8
10275854,2,3,1
10275854,34,8,4
10275854,88,12,6
10275854,243,14,7
10275854,299,16,8
10275854,305,16,8
10276206,336,12,7
10276230,6,4,2
10276230,14,6,3
10276230,28,9,4
10276230,137,11,8
10276230,147,11,8
10276230,193,11,8
10276230,264,11,8
10276230,340,11,8
10276230,342,11,8
10276230,344,11,8
10276230,358,11,8
10276678,4,4,2
10276678,97,11,7
10276942,3,5,2
10276942,74,9,5
10277086,2,3,1
10277086,14,7,3
10277539,4,6,3
10278275,1,2,0
10278419,2,3,1
10278419,82,10,5
10278419,84,12,6
10278419,107,12,6
10278419,113,12,6
10278563,45,10,6
10278563,61,10,6
10278811,4,6,3
10280432,177,12,7
10280432,187,12,7
10280448,6,6,2
10280448,22,10,4
10280448,183,16,7
10280912,103,11,7
10280912,121,11,7
10280912,275,13,8
10280912,399,13,8
10280912,401,13,8
10281200,5,6,2
10281200,21,8,5
10281200,46,8,5
10281584,3,4,1
10281584,94,9,6
10282706,7,6,2
10283066,2,2,1
10283186,4,5,2
10283714,1,2,1
10283946,8,5,2
10283946,172,14,8
10284675,4,6,3
10284675,6,6,3
10285259,2,3,1
10286107,3,3,1
10286307,7,6,3
10286307,138,11,7
10286491,2,3,1
10287411,8,6,3
10287539,2,3,1
10287763,7,6,3
10288115,3,3,1
10288259,4,6,3
10288691,5,6,3
10288947,5,6,3
10288947,83,11,6
10288947,223,13,7
10289163,5,5,3
10289163,48,11,5
10289163,84,13,6
10289494,7,6,3
10289574,1,3,1
10289958,5,4,2
10290094,2,3,1
10290310,2,3,1
10290310,26,9,4
10290310,84,12,6
10290486,1,3,1
10290998,1,3,1
10291190,7,6,3
10291190,81,11,6
10291190,105,11,6
10291662,7,6,3
10292063,1,2,0
10292551,7,5,2
10292551,405,14,9
10292895,2,4,1
10293143,1,2,0
10293143,176,13,8
10294071,1,2,0
10294946,4,5,2
10296306,6,5,2
10297029,7,7,3
10298189,8,6,3
10300422,2,3,1
10300470,2,3,1
10301366,1,3,1
10302065,8,6,2
10302721,4,5,2
10303193,1,1,0
10303809,15,8,3
10304121,8,5,2
10305769,7,5,2
10305905,3,5,2
10309767,2,4,1
10311543,3,4,1
10314992,4,4,1
10315752,8,5,2
10316364,8,5,3
10316644,8,6,3
10316956,3,3,1
10317460,8,6,3
10317860,8,6,3
10319192,7,5,2
10321633,1,1,0
10324712,2,3,1
10327305,6,5,2
10328577,7,6,2
10328593,5,5,2
10328817,3,5,2
10329473,6,6,2
10329561,2,5,2
10330197,2,4,2
10331949,6,6,3
10332261,6,7,3
10332700,1,3,1
10332996,3,3,1
10333468,7,6,3
10333708,1,3,1
10334076,5,6,3
10334164,7,6,3
10335264,1,3,1
10335680,7,6,2
10336136,6,5,2
10339886,1,3,1
10340222,8,7,3
10340598,8,6,3
10341902,8,6,3
10342113,32,9,4
10342129,5,5,2
10342625,6,6,2
10342641,4,5,2
10343529,6,5,2
10343673,4,5,2
10345491,6,6,3
10345515,8,5,3
10349542,4,4,2
10352048,2,3,1
10352064,6,6,2
10355706,6,5,2
10355938,6,5,2
10356960,3,4,1
10356984,1,3,1
10356984,19,7,4
10357360,6,6,2
10357552,4,4,1
10357928,1,3,1
10358120,5,5,2
10358456,1,3,1
10360377,1,1,0
10360377,37,9,5
10360377,41,9,5
10360761,5,5,2
10361073,7,6,2
10361315,1,2,0
10361315,53,10,6
10363467,4,5,3
10363912,6,5,2
10364256,3,4,1
10364616,6,5,2
10364960,6,6,2
10365752,8,5,2
10366040,253,13,7
10366040,261,13,7
10366064,3,4,1
10366320,3,4,1
10366672,5,6,2
10367048,5,5,2
10367904,7,6,2
10368562,8,6,2
10369338,6,5,2
10371967,5,6,2
10372807,4,5,2
10374964,1,3,1
10375164,2,3,1
10375709,2,5,2
10376437,3,4,2
10376453,1,1,0
10377813,2,4,2
10378015,18,9,4
10378015,104,10,6
10378015,164,11,7
10379327,5,6,2
10379871,5,6,2
10380239,1,2,0
10380359,5,5,2
10380644,8,6,3
10382412,4,3,1
10382484,4,3,1
10382484,60,10,5
10382772,8,6,3
10384905,2,5,2
10384953,2,5,2
10385422,7,6,3
10386462,3,5,2
10386966,8,6,3
10387134,3,5,2
10387134,164,9,6
10387318,1,3,1
10387688,7,5,2
10387856,1,3,1
10388080,7,6,2
10389496,6,5,2
10389760,2,3,1
10389760,16,8,3
10389968,5,6,2
10391059,4,6,3
10391627,6,5,3
10392027,6,6,3
10392378,16,8,4
10392378,98,11,6
10392378,102,11,6
10392482,4,5,2
10392482,6,5,2
10392754,2,2,1
10392754,79,11,6
10392754,83,11,6
10393930,7,5,2
10397777,7,6,2
10398705,7,6,2
10399465,8,5,2
10399701,7,7,3
10399701,83,10,5
10401493,3,4,2
10401781,5,4,2
10401781,76,12,6
10403230,7,7,3
10403534,8,6,3
10404563,6,6,3
10405083,2,3,1
10405291,2,3,1
10405491,7,6,3
10405659,1,2,0
10405947,5,6,3
10413477,8,7,3
10414041,7,5,2
10416193,1,1,0
10416725,8,7,3
10417381,3,4,2
10417589,6,7,3
10417589,135,12,6
10417589,139,12,6
10417749,4,4,2
10417917,1,1,0
10418157,7,6,3
10419022,7,6,3
10419270,5,4,2
10419662,3,5,2
10420350,7,7,3
10420542,2,3,1
10420542,76,9,6
10421063,2,4,1
10421239,1,2,0
10422015,4,6,2
10422151,2,4,1
10422151,91,11,6
10422311,1,2,0
10422311,28,7,4
10422695,3,4,1
10422735,1,2,0
10425376,1,3,1
10428332,1,3,1
10429092,2,3,1
10429732,3,3,1
10430436,2,3,1
10430616,16,6,4
10431632,6,6,2
10432256,1,3,1
10432320,3,4,1
10433204,3,3,1
10434572,8,5,3
10434572,18,8,4
10434980,4,3,1
10435473,5,5,2
10436201,2,5,2
10436201,16,8,4
10436289,8,6,2
10436921,8,5,2
10438850,7,6,2
10440810,4,5,2
10444553,2,5,2
10445214,5,5,2
10446718,7,7,3
10446774,7,6,3
10447521,5,5,2
10447561,2,5,2
10447961,4,5,2
10448265,4,5,2
10448481,1,1,0
10449169,4,5,2
10449633,1,1,0
10449897,1,1,0
10449897,95,11,6
10449897,109,13,7
10450289,3,5,2
10450361,8,5,2
10450673,1,1,0
10450697,5,5,2
10451049,6,5,2
10451385,1,1,0
10451385,59,11,6
10451385,245,13,8
10451521,1,1,0
10452366,8,6,3
10452766,3,5,2
10452862,3,5,2
10453406,8,7,3
10455129,3,5,2
10455249,3,5,2
10455433,1,1,0
10455433,25,8,4
10455609,6,5,2
10457323,5,5,3
10457667,8,6,3
10457667,43,10,5
10457667,103,11,7
10458027,8,5,3
10458675,8,6,3
10458931,8,6,3
10458931,94,11,6
10458931,230,13,7
10459499,4,5,3
10459707,8,6,3
10459899,8,6,3
10460251,5,6,3
10460523,1,2,0
10460763,2,3,1
10460923,6,6,3
10461499,3,3,1
10461792,5,6,2
10462240,2,3,1
10462472,8,5,2
10462472,110,12,6
10463256,5,5,2
10463520,3,4,1
10464233,7,5,2
10464233,159,13,7
10464233,277,15,8
10464681,6,5,2
10465033,1,1,0
10465473,2,5,2
10467497,7,5,2
10467497,15,8,4
10468089,3,5,2
10468457,2,5,2
10468817,2,5,2
10468817,12,7,3
10471462,5,4,2
10471878,8,6,3
10472686,3,5,2
10473054,6,5,2
10473054,94,8,5
10473062,8,6,3
10473430,6,4,2
10474747,2,3,1
10474875,2,3,1
10475611,7,6,3
10476318,4,5,2
10476718,3,5,2
10477006,1,3,1
10477254,8,6,3
10478771,4,6,3
10479315,2,3,1
10479651,6,6,3
10480251,2,3,1
10481078,6,4,2
10481294,5,5,2
10481294,45,8,4
10482182,4,4,2
10483102,2,3,1
10484674,2,2,1
10484770,7,6,2
10486117,4,4,2
10486605,3,5,2
10487205,1,1,0
10488725,5,4,2
10489285,5,4,2
10489285,7,7,3
10489557,2,4,2
10490141,2,5,2
10490421,1,1,0
10490950,1,3,1
10493784,3,4,1
10493976,4,4,1
10496014,2,3,1
10496246,2,3,1
10496246,181,12,7
10496894,2,3,1
10498178,4,5,2
10500159,8,8,3
10500727,7,5,2
10501655,2,4,1
10502135,2,4,1
10502481,5,5,2
10503361,3,5,2
10503465,1,1,0
10503713,3,5,2
10504009,1,1,0
10505136,3,4,1
10506088,3,4,1
10507221,6,7,3
10510674,5,5,2
10512730,2,2,1
10515152,6,6,2
10515728,2,3,1
10516048,3,4,1
10516048,254,12,7
10516096,8,6,2
10516096,19,10,4
10516360,1,3,1
10517168,5,6,2
10520466,2,2,1
10522644,6,6,3
10523372,7,5,3
10523468,3,3,1
10524879,7,6,2
10525375,7,6,2
10526143,5,6,2
10526718,3,5,2
10527854,4,5,2
10527894,8,6,3
10530244,3,3,1
10531453,2,5,2
10531453,87,12,6
10531565,3,5,2
10531901,2,5,2
10532037,2,4,2
10532653,8,6,3
10533509,8,7,3
10533749,1,1,0
10534837,3,4,2
10534941,7,7,3
10535061,2,4,2
10536278,4,4,2
10536702,3,5,2
10541961,5,5,2
10543033,8,5,2
10543793,6,6,2
10547306,3,5,2
10547346,3,5,2
10548117,8,7,3
10548165,6,7,3
10549205,4,4,2
10550109,5,5,2
10550449,8,6,2
10551337,3,5,2
10551609,3,5,2
10552313,5,5,2
10553004,5,5,3
10553020,5,6,3
10553020,13,8,4
10553476,7,6,3
10553668,3,3,1
10553668,85,11,7
10554036,6,6,3
10554972,5,6,3
10557312,5,6,2
10558432,4,4,1
10558616,7,5,2
10559080,6,5,2
10559728,8,6,2
10560367,7,6,2
10560367,81,9,6
10560527,7,6,2
10560887,6,5,2
10560887,829,14,9
10561287,4,5,2
10562315,6,5,3
10563043,4,6,3
10563043,178,12,7
10563851,2,3,1
10568653,6,6,3
10569261,1,1,0
10569348,20,7,3
10569348,28,9,4
10569540,90,11,7
10570052,1,3,1
10572468,2,3,1
10572860,7,6,3
10572860,126,11,6
10573028,6,6,3
10573196,2,3,1
10573804,7,5,3
10573892,3,3,1
10576960,8,6,2
10578792,7,5,2
10579170,7,6,2
10579562,6,5,2
10580018,7,6,2
10580458,4,5,2
10580634,6,5,2
10584404,2,3,1
10586389,1,1,0
10587005,5,5,2
10588317,1,1,0
10588657,3,5,2
10588849,2,5,2
10589121,6,6,2
10589121,108,11,7
10591328,3,4,1
10591712,8,6,2
10591712,72,9,6
10592608,4,4,1
10592672,8,6,2
10592672,28,9,4
10592944,8,6,2
10594997,5,4,2
10599492,3,3,1
10600715,1,2,0
10601115,8,6,3
10601699,7,6,3
10604019,8,6,3
10605877,6,7,3
10607053,4,5,2
10607237,3,4,2
10610543,6,6,2
10611415,6,5,2
10611495,8,7,4
10611935,5,6,2
10612451,5,6,3
10614315,4,5,3
10615974,8,6,3
10617279,5,6,2
10619423,1,2,0
10619624,6,5,2
10622182,1,3,1
10622358,7,6,3
10623558,3,4,2
10623670,1,3,1
10624511,2,4,1
10626383,8,7,3
10627819,3,3,1
10628995,5,6,3
10629703,6,5,2
10630719,4,6,2
10631127,6,5,2
10633594,1,2,1
10633594,91,11,6
10633594,95,11,6
10634021,5,4,2
10634021,340,14,9
10634237,7,7,3
10634237,40,11,5
10634637,5,5,2
10634637,119,12,6
10634885,6,7,3
10635237,8,7,3
10635237,28,9,4
10636458,3,5,2
10637322,6,5,2
10637482,8,5,2
10637922,3,5,2
10640096,6,6,2
10641016,8,5,2
10643471,7,6,2
10644778,7,5,2
10647858,4,5,2
10648420,1,3,1
10649492,1,3,1
10650460,4,3,1
10650826,6,5,2
10651378,7,6,2
10651378,31,9,5
10652194,3,5,2
10653794,3,5,2
10654330,3,5,2
10654538,2,2,1
10654538,20,8,4
10654698,4,5,2
10655218,2,2,1
10655768,8,5,2
10656432,3,4,1
10656432,138,10,6
10656800,4,4,1
10657560,6,5,2
10658104,6,5,2
10658680,6,5,2
10659288,8,5,2
10659288,78,9,5
10659744,2,3,1
10660547,2,3,1
10660547,6,6,3
10660547,431,13,8
10661067,5,5,3
10661283,2,3,1
10662019,4,6,3
10662603,220,14,8
10662603,314,14,8
10662628,27,8,4
10662628,155,11,7
10663060,2,3,1
10663060,137,11,6
10663244,8,5,3
10663612,8,6,3
10663980,7,5,3
10664716,7,5,3
10667065,3,5,2
10668637,2,5,2
10674155,8,5,3
10675170,4,5,2
10675250,4,5,2
10676178,6,5,2
10676730,7,5,2
10678095,4,6,2
10678823,4,5,2
10678823,141,11,6
10679263,3,4,1
10679263,23,9,4
10679263,29,9,4
10687628,4,3,1
10687684,1,3,1
10688236,1,3,1
10688532,7,6,3
10691380,2,3,1
10691548,8,6,3
10691548,126,12,7
10692052,8,6,3
10693388,6,5,3
10697653,7,7,3
10702458,7,5,2
10702738,2,2,1
10703106,3,5,2
10704614,4,4,2
10705142,1,3,1
10705808,2,3,1
10705808,6,6,2
10706256,8,6,2
10706912,2,3,1
10707696,2,3,1
10707880,8,5,2
10708183,6,5,2
10708671,4,6,2
10708903,4,5,2
10709375,4,6,2
10710039,1,2,0
10710807,6,5,2
10711263,8,8,3
10712191,2,4,1
10712463,4,6,2
10712463,136,10,6
10713130,8,5,2
10713354,6,5,2
10714202,7,5,2
10714970,7,5,2
10715138,1,2,1
10715676,6,6,3
10715676,32,9,5
10716340,8,6,3
10716484,4,3,1
10716484,56,10,5
10718259,2,3,1
10718315,2,3,1
10718979,3,3,1
10719347,1,2,0
10719619,7,6,3
10720019,2,3,1
10720019,8,6,3
10720303,6,6,2
10720711,2,4,1
10721271,7,5,2
10721639,2,4,1
10722311,2,4,1
10722723,5,6,3
10723411,4,6,3
10724291,8,6,3
10724699,2,3,1
10725035,5,5,3
10725843,3,3,1
10726531,2,3,1
10726987,1,2,0
10727583,2,4,1
10728391,6,5,2
10729351,7,5,2
10730002,4,5,2
10730410,7,5,2
10731018,6,5,2
10731018,58,11,5
10731018,76,13,6
10731226,37,10,5
10731626,3,5,2
10732325,6,7,3
10732989,2,5,2
10733949,2,5,2
10734754,5,5,2
10735562,4,5,2
10736522,2,2,1
10736738,3,5,2
10736923,4,6,3
10736923,8,6,3
10736923,10,6,3
10737299,7,6,3
10738275,1,2,0
10738683,8,6,3
10738683,80,12,6
10739131,3,3,1
10739131,45,9,5
10739131,58,9,5
10739633,81,11,6
10739633,99,11,6
10739633,139,11,6
10739633,421,14,8
10740041,3,5,2
10740041,13,8,4
10740041,21,8,4
10740401,2,5,2
10740401,215,14,8
10740665,6,5,2
10741169,2,5,2
10742083,7,6,3
10742579,5,6,3
10743275,8,5,3
10743891,5,6,3
10744480,1,3,1
10744480,75,9,6
10745328,4,4,1
10745352,5,5,2
10745408,5,6,2
10746024,1,3,1
10746557,8,7,3
10747405,1,1,0
10748037,3,4,2
10748413,5,5,2
10748413,97,13,6
10748413,143,15,7
10748765,5,5,2
10749385,1,1,0
10749385,119,12,7
10749385,127,12,7
10750033,3,5,2
10750033,102,12,7
10750033,188,12,7
10750233,7,5,2
10750417,6,6,2
10750753,6,6,2
10751629,8,6,3
10752333,6,6,3
10753109,2,4,2
10753285,6,7,3
10755302,2,3,1
10756645,2,4,2
10757925,7,7,3
10759569,8,6,2
10761248,1,3,1
10761536,40,11,5
10761536,103,10,7
10761536,137,10,7
10761536,259,10,7
10762016,6,6,2
10762016,63,9,6
10762016,105,10,6
10762192,105,11,7
10763485,2,5,2
10763829,6,7,3
10764165,6,7,3
10765349,7,7,3
10765526,111,11,7
10765630,1,3,1
10770304,1,3,1
10771387,5,6,3
10771403,1,2,0
10772323,4,6,3
10772515,3,3,1
10772675,3,3,1
10773509,6,7,3
10774141,8,7,3
10776559,1,2,0
10778682,4,5,2
10778810,7,5,2
10779138,2,2,1
10781154,4,5,2
10783883,6,5,3
10784690,3,5,2
10787422,3,5,2
10787638,4,4,2
10787830,7,6,3
10788014,4,5,2
10789577,1,1,0
10791025,3,5,2
10791105,4,5,2
10792479,3,4,1
10792815,1,2,0
10793303,7,5,2
10793783,7,5,2
10794611,4,6,3
10795715,1,2,0
10795715,5,6,3
10796781,6,6,3
10801730,8,6,2
10801786,4,5,2
10803410,3,5,2
10806172,2,3,1
10808843,8,5,3
10809763,4,6,3
10809763,6,6,3
10812899,1,2,0
10816870,7,6,3
10820490,6,5,2
10821244,5,6,3
10821564,1,3,1
10823589,4,4,2
10824877,5,5,2
10826433,5,5,2
10827760,32,8,5
10827760,147,12,7
10829336,2,3,1
10829336,12,6,4
10829400,8,5,2
10829848,4,4,1
10829848,110,12,6
10830266,1,2,1
10834165,2,4,2
10834245,5,4,2
10834581,6,7,3
10836196,6,6,3
10836484,2,3,1
10836484,28,9,4
10838269,6,7,3
10840065,4,5,2
10840425,6,5,2
10840793,6,5,2
10842570,4,5,2
10842898,1,2,1
10843826,2,2,1
10845700,1,3,1
10846012,5,6,3
10846236,2,3,1
10846236,42,9,5
10846684,4,3,1
10847565,8,6,3
10850065,1697,16,10
10850065,2328,17,11
10852234,6,5,2
10852810,8,5,2
10852810,12,8,4
10853370,7,5,2
10856511,6,6,2
10856991,2,4,1
10856991,62,9,6
10859232,3,4,1
10860408,7,5,2
10861246,145,9,6
10863358,209,14,7
10863358,300,11,8
10863693,336,15,8
10865125,3,4,2
10871812,4,3,1
10872452,7,6,3
10872452,43,11,5
10874349,8,6,3
10876948,333,16,8
10879298,3473,19,11
10888397,6,6,3
10888901,3,4,2
10888901,112,11,7
10888901,118,11,7
10889685,3,4,2
10889861,6,7,3
10890687,5,6,2
10890687,7,6,2
10894811,8,6,3
10895003,6,6,3
10895259,3,3,1
