k,diff-to-upper-bound
3021,1.6748046875
3022,1.675048828125
3023,1.67529296875
3024,1.675537109375
3025,1.67578125
3026,1.676025390625
3027,1.67626953125
3028,1.676513671875
3029,1.6767578125
3030,1.677001953125
3031,1.67724609375
3032,1.677490234375
3033,1.677734375
3034,1.677978515625
3035,1.67822265625
3036,1.678466796875
3037,1.6787109375
3038,1.678955078125
3039,1.67919921875
3040,1.679443359375
3041,1.6796875
3042,1.679931640625
3043,1.68017578125
3044,1.680419921875
3045,1.6806640625
3046,1.680908203125
3047,1.68115234375
3048,1.681396484375
3049,1.681640625
3050,1.681884765625
3051,1.68212890625
3052,1.682373046875
3053,1.6826171875
3054,1.682861328125
3055,1.68310546875
3056,1.683349609375
3057,1.68359375
3058,1.683837890625
3059,1.68408203125
3060,1.684326171875
3061,1.6845703125
3062,1.684814453125
3063,1.68505859375
3064,1.685302734375
3065,1.685546875
3066,1.685791015625
3067,1.68603515625
3068,1.686279296875
3069,1.6865234375
3070,1.686767578125
3071,1.75
3072,1.7498779296875
3073,1.749755859375
3074,1.7496337890625
3075,1.74951171875
3076,1.7493896484375
3077,1.749267578125
3078,1.7491455078125
3079,1.7490234375
3080,1.7489013671875
3081,1.748779296875
3082,1.7486572265625
3083,1.74853515625
3084,1.7484130859375
3085,1.748291015625
3086,1.7481689453125
3087,1.748046875
3088,1.7479248046875
3089,1.747802734375
3090,1.7476806640625
3091,1.74755859375
3092,1.7474365234375
3093,1.747314453125
3094,1.7471923828125
3095,1.7470703125
3096,1.7469482421875
3097,1.746826171875
3098,1.7467041015625
3099,1.74658203125
3100,1.7464599609375
3101,1.746337890625
3102,1.7462158203125
3103,1.74609375
3104,1.7459716796875
3105,1.745849609375
3106,1.7457275390625
3107,1.74560546875
3108,1.7454833984375
3109,1.745361328125
3110,1.7452392578125
3111,1.7451171875
3112,1.7449951171875
3113,1.744873046875
3114,1.7447509765625
3115,1.74462890625
3116,1.7445068359375
3117,1.744384765625
3118,1.7442626953125
3119,1.744140625
3120,1.7440185546875
3121,1.743896484375
3122,1.7437744140625
3123,1.74365234375
3124,1.7435302734375
3125,1.743408203125
3126,1.7432861328125
3127,1.7431640625
3128,1.7430419921875
3129,1.742919921875
3130,1.7427978515625
3131,1.74267578125
3132,1.7425537109375
3133,1.742431640625
3134,1.7423095703125
3135,1.7421875
3136,1.7420654296875
3137,1.741943359375
3138,1.7418212890625
3139,1.74169921875
3140,1.7415771484375
3141,1.741455078125
3142,1.7413330078125
3143,1.7412109375
3144,1.7410888671875
3145,1.740966796875
3146,1.7408447265625
3147,1.74072265625
3148,1.7406005859375
3149,1.740478515625
3150,1.7403564453125
3151,1.740234375
3152,1.7401123046875
3153,1.739990234375
3154,1.7398681640625
3155,1.73974609375
3156,1.7396240234375
3157,1.739501953125
3158,1.7393798828125
3159,1.7392578125
3160,1.7391357421875
3161,1.739013671875
3162,1.7388916015625
3163,1.73876953125
3164,1.7386474609375
3165,1.738525390625
3166,1.7384033203125
3167,1.73828125
3168,1.7381591796875
3169,1.738037109375
3170,1.7379150390625
3171,1.73779296875
3172,1.7376708984375
3173,1.737548828125
3174,1.7374267578125
3175,1.7373046875
3176,1.7371826171875
3177,1.737060546875
3178,1.7369384765625
3179,1.73681640625
3180,1.7366943359375
3181,1.736572265625
3182,1.7364501953125
3183,1.736328125
3184,1.7362060546875
3185,1.736083984375
3186,1.7359619140625
3187,1.73583984375
3188,1.7357177734375
3189,1.735595703125
3190,1.7354736328125
3191,1.7353515625
3192,1.7352294921875
3193,1.735107421875
3194,1.7349853515625
3195,1.73486328125
3196,1.7347412109375
3197,1.734619140625
3198,1.7344970703125
3199,1.734375
3200,1.7342529296875
3201,1.734130859375
3202,1.7340087890625
3203,1.73388671875
3204,1.7337646484375
3205,1.733642578125
3206,1.7335205078125
3207,1.7333984375
3208,1.7332763671875
3209,1.733154296875
3210,1.7330322265625
3211,1.73291015625
3212,1.7327880859375
3213,1.732666015625
3214,1.7325439453125
3215,1.732421875
3216,1.7322998046875
3217,1.732177734375
3218,1.7320556640625
3219,1.73193359375
3220,1.7318115234375
3221,1.731689453125
3222,1.7315673828125
3223,1.7314453125
3224,1.7313232421875
3225,1.731201171875
3226,1.7310791015625
3227,1.73095703125
3228,1.7308349609375
3229,1.730712890625
3230,1.7305908203125
3231,1.73046875
3232,1.7303466796875
3233,1.730224609375
3234,1.7301025390625
3235,1.72998046875
3236,1.7298583984375
3237,1.729736328125
3238,1.7296142578125
3239,1.7294921875
3240,1.7293701171875
3241,1.729248046875
3242,1.7291259765625
3243,1.72900390625
3244,1.7288818359375
3245,1.728759765625
3246,1.7286376953125
3247,1.728515625
3248,1.7283935546875
3249,1.728271484375
3250,1.7281494140625
3251,1.72802734375
3252,1.7279052734375
3253,1.727783203125
3254,1.7276611328125
3255,1.7275390625
3256,1.7274169921875
3257,1.727294921875
3258,1.7271728515625
3259,1.72705078125
3260,1.7269287109375
3261,1.726806640625
3262,1.7266845703125
3263,1.7265625
3264,1.7264404296875
3265,1.726318359375
3266,1.7261962890625
3267,1.72607421875
3268,1.7259521484375
3269,1.725830078125
3270,1.7257080078125
3271,1.7255859375
3272,1.7254638671875
3273,1.725341796875
3274,1.7252197265625
3275,1.72509765625
3276,1.7249755859375
3277,1.724853515625
3278,1.7247314453125
3279,1.724609375
3280,1.7244873046875
3281,1.724365234375
3282,1.7242431640625
3283,1.72412109375
3284,1.7239990234375
3285,1.723876953125
3286,1.7237548828125
3287,1.7236328125
3288,1.7235107421875
3289,1.723388671875
3290,1.7232666015625
3291,1.72314453125
3292,1.7230224609375
3293,1.722900390625
3294,1.7227783203125
3295,1.72265625
3296,1.7225341796875
3297,1.722412109375
3298,1.7222900390625
3299,1.72216796875
3300,1.7220458984375
3301,1.721923828125
3302,1.7218017578125
3303,1.7216796875
3304,1.7215576171875
3305,1.721435546875
3306,1.7213134765625
3307,1.72119140625
3308,1.7210693359375
3309,1.720947265625
3310,1.7208251953125
3311,1.720703125
3312,1.7205810546875
3313,1.720458984375
3314,1.7203369140625
3315,1.72021484375
3316,1.7200927734375
3317,1.719970703125
3318,1.7198486328125
3319,1.7197265625
3320,1.7196044921875
3321,1.719482421875
3322,1.7193603515625
3323,1.71923828125
3324,1.7191162109375
3325,1.718994140625
3326,1.7188720703125
3327,1.71875
3328,1.7186279296875
3329,1.718505859375
3330,1.7183837890625
3331,1.71826171875
3332,1.7181396484375
3333,1.718017578125
3334,1.7178955078125
3335,1.7177734375
3336,1.7176513671875
3337,1.717529296875
3338,1.7174072265625
3339,1.71728515625
3340,1.7171630859375
3341,1.717041015625
3342,1.7169189453125
3343,1.716796875
3344,1.7166748046875
3345,1.716552734375
3346,1.7164306640625
3347,1.71630859375
3348,1.7161865234375
3349,1.716064453125
3350,1.7159423828125
3351,1.7158203125
3352,1.7156982421875
3353,1.715576171875
3354,1.7154541015625
3355,1.71533203125
3356,1.7152099609375
3357,1.715087890625
3358,1.7149658203125
3359,1.71484375
3360,1.7147216796875
3361,1.714599609375
3362,1.7144775390625
3363,1.71435546875
3364,1.7142333984375
3365,1.714111328125
3366,1.7139892578125
3367,1.7138671875
3368,1.7137451171875
3369,1.713623046875
3370,1.7135009765625
3371,1.71337890625
3372,1.7132568359375
3373,1.713134765625
3374,1.7130126953125
3375,1.712890625
3376,1.7127685546875
3377,1.712646484375
3378,1.7125244140625
3379,1.71240234375
3380,1.7122802734375
3381,1.712158203125
3382,1.7120361328125
3383,1.7119140625
3384,1.7117919921875
3385,1.711669921875
3386,1.7115478515625
3387,1.71142578125
3388,1.7113037109375
3389,1.711181640625
3390,1.7110595703125
3391,1.7109375
3392,1.7108154296875
3393,1.710693359375
3394,1.7105712890625
3395,1.71044921875
3396,1.7103271484375
3397,1.710205078125
3398,1.7100830078125
3399,1.7099609375
3400,1.7098388671875
3401,1.709716796875
3402,1.7095947265625
3403,1.70947265625
3404,1.7093505859375
3405,1.709228515625
3406,1.7091064453125
3407,1.708984375
3408,1.7088623046875
3409,1.708740234375
3410,1.7086181640625
3411,1.70849609375
3412,1.7083740234375
3413,1.708251953125
3414,1.7081298828125
3415,1.7080078125
3416,1.7078857421875
3417,1.707763671875
3418,1.7076416015625
3419,1.70751953125
3420,1.7073974609375
3421,1.707275390625
3422,1.7071533203125
3423,1.70703125
3424,1.7069091796875
3425,1.706787109375
3426,1.7066650390625
3427,1.70654296875
3428,1.7064208984375
3429,1.706298828125
3430,1.7061767578125
3431,1.7060546875
3432,1.7059326171875
3433,1.705810546875
3434,1.7056884765625
3435,1.70556640625
3436,1.7054443359375
3437,1.705322265625
3438,1.7052001953125
3439,1.705078125
3440,1.7049560546875
3441,1.704833984375
3442,1.7047119140625
3443,1.70458984375
3444,1.7044677734375
3445,1.704345703125
3446,1.7042236328125
3447,1.7041015625
3448,1.7039794921875
3449,1.703857421875
3450,1.7037353515625
3451,1.70361328125
3452,1.7034912109375
3453,1.703369140625
3454,1.7032470703125
3455,1.703125
3456,1.7030029296875
3457,1.702880859375
3458,1.7027587890625
3459,1.70263671875
3460,1.7025146484375
3461,1.702392578125
3462,1.7022705078125
3463,1.7021484375
3464,1.7020263671875
3465,1.701904296875
3466,1.7017822265625
3467,1.70166015625
3468,1.7015380859375
3469,1.701416015625
3470,1.7012939453125
3471,1.701171875
3472,1.7010498046875
3473,1.700927734375
3474,1.7008056640625
3475,1.70068359375
3476,1.7005615234375
3477,1.700439453125
3478,1.7003173828125
3479,1.7001953125
3480,1.7000732421875
3481,1.699951171875
3482,1.6998291015625
3483,1.69970703125
3484,1.6995849609375
3485,1.699462890625
3486,1.6993408203125
3487,1.69921875
3488,1.6990966796875
3489,1.698974609375
3490,1.6988525390625
3491,1.69873046875
3492,1.6986083984375
3493,1.698486328125
3494,1.6983642578125
3495,1.6982421875
3496,1.6981201171875
3497,1.697998046875
3498,1.6978759765625
3499,1.69775390625
3500,1.6976318359375
3501,1.697509765625
3502,1.6973876953125
3503,1.697265625
3504,1.6971435546875
3505,1.697021484375
3506,1.6968994140625
3507,1.69677734375
3508,1.6966552734375
3509,1.696533203125
3510,1.6964111328125
3511,1.6962890625
3512,1.6961669921875
3513,1.696044921875
3514,1.6959228515625
3515,1.69580078125
3516,1.6956787109375
3517,1.695556640625
3518,1.6954345703125
3519,1.6953125
3520,1.6951904296875
3521,1.695068359375
3522,1.6949462890625
3523,1.69482421875
3524,1.6947021484375
3525,1.694580078125
3526,1.6944580078125
3527,1.6943359375
3528,1.6942138671875
3529,1.694091796875
3530,1.6939697265625
3531,1.69384765625
3532,1.6937255859375
3533,1.693603515625
3534,1.6934814453125
3535,1.693359375
3536,1.6932373046875
3537,1.693115234375
3538,1.6929931640625
3539,1.69287109375
3540,1.6927490234375
3541,1.692626953125
3542,1.6925048828125
3543,1.6923828125
3544,1.6922607421875
3545,1.692138671875
3546,1.6920166015625
3547,1.69189453125
3548,1.6917724609375
3549,1.691650390625
3550,1.6915283203125
3551,1.69140625
3552,1.6912841796875
3553,1.691162109375
3554,1.6910400390625
3555,1.69091796875
3556,1.6907958984375
3557,1.690673828125
3558,1.6905517578125
3559,1.6904296875
3560,1.6903076171875
3561,1.690185546875
3562,1.6900634765625
3563,1.68994140625
3564,1.6898193359375
3565,1.689697265625
3566,1.6895751953125
3567,1.689453125
3568,1.6893310546875
3569,1.689208984375
3570,1.6890869140625
3571,1.68896484375
3572,1.6888427734375
3573,1.688720703125
3574,1.6885986328125
3575,1.6884765625
3576,1.6883544921875
3577,1.688232421875
3578,1.6881103515625
3579,1.68798828125
3580,1.6878662109375
3581,1.687744140625
3582,1.6876220703125
3583,1.6875
3584,1.6873779296875
3585,1.687255859375
3586,1.6871337890625
3587,1.68701171875
3588,1.6868896484375
3589,1.686767578125
3590,1.6866455078125
3591,1.6865234375
3592,1.6864013671875
3593,1.686279296875
3594,1.6861572265625
3595,1.68603515625
3596,1.6859130859375
3597,1.685791015625
3598,1.6856689453125
3599,1.685546875
3600,1.6854248046875
3601,1.685302734375
3602,1.6851806640625
3603,1.68505859375
3604,1.6849365234375
3605,1.684814453125
3606,1.6846923828125
3607,1.6845703125
3608,1.6844482421875
3609,1.684326171875
3610,1.6842041015625
3611,1.68408203125
3612,1.6839599609375
3613,1.683837890625
3614,1.6837158203125
3615,1.68359375
3616,1.6834716796875
3617,1.683349609375
3618,1.6832275390625
3619,1.68310546875
3620,1.6829833984375
3621,1.682861328125
3622,1.6827392578125
3623,1.6826171875
3624,1.6824951171875
3625,1.682373046875
3626,1.6822509765625
3627,1.68212890625
3628,1.6820068359375
3629,1.681884765625
3630,1.6817626953125
3631,1.681640625
3632,1.6815185546875
3633,1.681396484375
3634,1.6812744140625
3635,1.68115234375
3636,1.6810302734375
3637,1.680908203125
3638,1.6807861328125
3639,1.6806640625
3640,1.6805419921875
3641,1.680419921875
3642,1.6802978515625
3643,1.68017578125
3644,1.6800537109375
3645,1.679931640625
3646,1.6798095703125
3647,1.6796875
3648,1.6795654296875
3649,1.679443359375
3650,1.6793212890625
3651,1.67919921875
3652,1.6790771484375
3653,1.678955078125
3654,1.6788330078125
3655,1.6787109375
3656,1.6785888671875
3657,1.678466796875
3658,1.6783447265625
3659,1.67822265625
3660,1.6781005859375
3661,1.677978515625
3662,1.6778564453125
3663,1.677734375
3664,1.6776123046875
3665,1.677490234375
3666,1.6773681640625
3667,1.67724609375
3668,1.6771240234375
3669,1.677001953125
3670,1.6768798828125
3671,1.6767578125
3672,1.6766357421875
3673,1.676513671875
3674,1.6763916015625
3675,1.67626953125
3676,1.6761474609375
3677,1.676025390625
3678,1.6759033203125
3679,1.67578125
3680,1.6756591796875
3681,1.675537109375
3682,1.6754150390625
3683,1.67529296875
3684,1.6751708984375
3685,1.675048828125
3686,1.6749267578125
3687,1.6748046875
3688,1.6746826171875
3689,1.674560546875
3690,1.6744384765625
3691,1.67431640625
3692,1.6741943359375
3693,1.674072265625
3694,1.6739501953125
3695,1.673828125
3696,1.6737060546875
3697,1.673583984375
3698,1.6734619140625
3699,1.67333984375
3700,1.6732177734375
3701,1.673095703125
3702,1.6729736328125
3703,1.6728515625
3704,1.6727294921875
3705,1.672607421875
3706,1.6724853515625
3707,1.67236328125
3708,1.6722412109375
3709,1.672119140625
3710,1.6719970703125
3711,1.671875
3712,1.6717529296875
3713,1.671630859375
3714,1.6715087890625
3715,1.67138671875
3716,1.6712646484375
3717,1.671142578125
3718,1.6710205078125
3719,1.6708984375
3720,1.6707763671875
3721,1.670654296875
3722,1.6705322265625
3723,1.67041015625
3724,1.6702880859375
3725,1.670166015625
3726,1.6700439453125
3727,1.669921875
3728,1.6697998046875
3729,1.669677734375
3730,1.6695556640625
3731,1.66943359375
3732,1.6693115234375
3733,1.669189453125
3734,1.6690673828125
3735,1.6689453125
3736,1.6688232421875
3737,1.668701171875
3738,1.6685791015625
3739,1.66845703125
3740,1.6683349609375
3741,1.668212890625
3742,1.6680908203125
3743,1.66796875
3744,1.6678466796875
3745,1.667724609375
3746,1.6676025390625
3747,1.66748046875
3748,1.6673583984375
3749,1.667236328125
3750,1.6671142578125
3751,1.6669921875
3752,1.6668701171875
3753,1.666748046875
3754,1.6666259765625
3755,1.66650390625
3756,1.6663818359375
3757,1.666259765625
3758,1.6661376953125
3759,1.666015625
3760,1.6658935546875
3761,1.665771484375
3762,1.6656494140625
3763,1.66552734375
3764,1.6654052734375
3765,1.665283203125
3766,1.6651611328125
3767,1.6650390625
3768,1.6649169921875
3769,1.664794921875
3770,1.6646728515625
3771,1.66455078125
3772,1.6644287109375
3773,1.664306640625
3774,1.6641845703125
3775,1.6640625
3776,1.6639404296875
3777,1.663818359375
3778,1.6636962890625
3779,1.66357421875
3780,1.6634521484375
3781,1.663330078125
3782,1.6632080078125
3783,1.6630859375
3784,1.6629638671875
3785,1.662841796875
3786,1.6627197265625
3787,1.66259765625
3788,1.6624755859375
3789,1.662353515625
3790,1.6622314453125
3791,1.662109375
3792,1.6619873046875
3793,1.661865234375
3794,1.6617431640625
3795,1.66162109375
3796,1.6614990234375
3797,1.661376953125
3798,1.6612548828125
3799,1.6611328125
3800,1.6610107421875
3801,1.660888671875
3802,1.6607666015625
3803,1.66064453125
3804,1.6605224609375
3805,1.660400390625
3806,1.6602783203125
3807,1.66015625
3808,1.6600341796875
3809,1.659912109375
3810,1.6597900390625
3811,1.65966796875
3812,1.6595458984375
3813,1.659423828125
3814,1.6593017578125
3815,1.6591796875
3816,1.6590576171875
3817,1.658935546875
3818,1.6588134765625
3819,1.65869140625
3820,1.6585693359375
3821,1.658447265625
3822,1.6583251953125
3823,1.658203125
3824,1.6580810546875
3825,1.657958984375
3826,1.6578369140625
3827,1.65771484375
3828,1.6575927734375
3829,1.657470703125
3830,1.6573486328125
3831,1.6572265625
3832,1.6571044921875
3833,1.656982421875
3834,1.6568603515625
3835,1.65673828125
3836,1.6566162109375
3837,1.656494140625
3838,1.6563720703125
3839,1.65625
3840,1.6561279296875
3841,1.656005859375
3842,1.6558837890625
3843,1.65576171875
3844,1.6556396484375
3845,1.655517578125
3846,1.6553955078125
3847,1.6552734375
3848,1.6551513671875
3849,1.655029296875
3850,1.6549072265625
3851,1.65478515625
3852,1.6546630859375
3853,1.654541015625
3854,1.6544189453125
3855,1.654296875
3856,1.6541748046875
3857,1.654052734375
3858,1.6539306640625
3859,1.65380859375
3860,1.6536865234375
3861,1.653564453125
3862,1.6534423828125
3863,1.6533203125
3864,1.6531982421875
3865,1.653076171875
3866,1.6529541015625
3867,1.65283203125
3868,1.6527099609375
3869,1.652587890625
3870,1.6524658203125
3871,1.65234375
3872,1.6522216796875
3873,1.652099609375
3874,1.6519775390625
3875,1.65185546875
3876,1.6517333984375
3877,1.651611328125
3878,1.6514892578125
3879,1.6513671875
3880,1.6512451171875
3881,1.651123046875
3882,1.6510009765625
3883,1.65087890625
3884,1.6507568359375
3885,1.650634765625
3886,1.6505126953125
3887,1.650390625
3888,1.6502685546875
3889,1.650146484375
3890,1.6500244140625
3891,1.64990234375
3892,1.6497802734375
3893,1.649658203125
3894,1.6495361328125
3895,1.6494140625
3896,1.6492919921875
3897,1.649169921875
3898,1.6490478515625
3899,1.64892578125
3900,1.6488037109375
3901,1.648681640625
3902,1.6485595703125
3903,1.6484375
3904,1.6483154296875
3905,1.648193359375
3906,1.6480712890625
3907,1.64794921875
3908,1.6478271484375
3909,1.647705078125
3910,1.6475830078125
3911,1.6474609375
3912,1.6473388671875
3913,1.647216796875
3914,1.6470947265625
3915,1.64697265625
3916,1.6468505859375
3917,1.646728515625
3918,1.6466064453125
3919,1.646484375
3920,1.6463623046875
3921,1.646240234375
3922,1.6461181640625
3923,1.64599609375
3924,1.6458740234375
3925,1.645751953125
3926,1.6456298828125
3927,1.6455078125
3928,1.6453857421875
3929,1.645263671875
3930,1.6451416015625
3931,1.64501953125
3932,1.6448974609375
3933,1.644775390625
3934,1.6446533203125
3935,1.64453125
3936,1.6444091796875
3937,1.644287109375
3938,1.6441650390625
3939,1.64404296875
3940,1.6439208984375
3941,1.643798828125
3942,1.6436767578125
3943,1.6435546875
3944,1.6434326171875
3945,1.643310546875
3946,1.6431884765625
3947,1.64306640625
3948,1.6429443359375
3949,1.642822265625
3950,1.6427001953125
3951,1.642578125
3952,1.6424560546875
3953,1.642333984375
3954,1.6422119140625
3955,1.64208984375
3956,1.6419677734375
3957,1.641845703125
3958,1.6417236328125
3959,1.6416015625
3960,1.6414794921875
3961,1.641357421875
3962,1.6412353515625
3963,1.64111328125
3964,1.6409912109375
3965,1.640869140625
3966,1.6407470703125
3967,1.640625
3968,1.6405029296875
3969,1.640380859375
3970,1.6402587890625
3971,1.64013671875
3972,1.6400146484375
3973,1.639892578125
3974,1.6397705078125
3975,1.6396484375
3976,1.6395263671875
3977,1.639404296875
3978,1.6392822265625
3979,1.63916015625
3980,1.6390380859375
3981,1.638916015625
3982,1.6387939453125
3983,1.638671875
3984,1.6385498046875
3985,1.638427734375
3986,1.6383056640625
3987,1.63818359375
3988,1.6380615234375
3989,1.637939453125
3990,1.6378173828125
3991,1.6376953125
3992,1.6375732421875
3993,1.637451171875
3994,1.6373291015625
3995,1.63720703125
3996,1.6370849609375
3997,1.636962890625
3998,1.6368408203125
3999,1.63671875
4000,1.6365966796875
4001,1.636474609375
4002,1.6363525390625
4003,1.63623046875
4004,1.6361083984375
4005,1.635986328125
4006,1.6358642578125
4007,1.6357421875
4008,1.6356201171875
4009,1.635498046875
4010,1.6353759765625
4011,1.63525390625
4012,1.6351318359375
4013,1.635009765625
4014,1.6348876953125
4015,1.634765625
4016,1.6346435546875
4017,1.634521484375
4018,1.6343994140625
4019,1.63427734375
4020,1.6341552734375
4021,1.634033203125
4022,1.6339111328125
4023,1.6337890625
4024,1.6336669921875
4025,1.633544921875
4026,1.6334228515625
4027,1.63330078125
4028,1.6331787109375
4029,1.633056640625
4030,1.6329345703125
4031,1.6328125
4032,1.6326904296875
4033,1.632568359375
4034,1.6324462890625
4035,1.63232421875
4036,1.6322021484375
4037,1.632080078125
4038,1.6319580078125
4039,1.6318359375
4040,1.6317138671875
4041,1.631591796875
4042,1.6314697265625
4043,1.63134765625
4044,1.6312255859375
4045,1.631103515625
4046,1.6309814453125
4047,1.630859375
4048,1.6307373046875
4049,1.630615234375
4050,1.6304931640625
4051,1.63037109375
4052,1.6302490234375
4053,1.630126953125
4054,1.6300048828125
4055,1.6298828125
4056,1.6297607421875
4057,1.629638671875
4058,1.6295166015625
4059,1.62939453125
4060,1.6292724609375
4061,1.629150390625
4062,1.6290283203125
4063,1.62890625
4064,1.6287841796875
4065,1.628662109375
4066,1.6285400390625
4067,1.62841796875
4068,1.6282958984375
4069,1.628173828125
4070,1.6280517578125
4071,1.6279296875
4072,1.6278076171875
4073,1.627685546875
4074,1.6275634765625
4075,1.62744140625
4076,1.6273193359375
4077,1.627197265625
4078,1.6270751953125
4079,1.626953125
4080,1.6268310546875
4081,1.626708984375
4082,1.6265869140625
4083,1.62646484375
4084,1.6263427734375
4085,1.626220703125
4086,1.6260986328125
4087,1.6259765625
4088,1.6258544921875
4089,1.625732421875
4090,1.6256103515625
4091,1.62548828125
4092,1.6253662109375
4093,1.625244140625
4094,1.6251220703125
4095,1.1875
4096,1.1888427734375
4097,1.190185546875
4098,1.19140625
4099,1.192626953125
4100,1.1937255859375
4101,1.19482421875
4102,1.1959228515625
4103,1.197021484375
4104,1.197998046875
4105,1.198974609375
4106,1.199951171875
4107,1.200927734375
4108,1.201904296875
4109,1.202880859375
4110,1.203857421875
4111,1.204833984375
4112,1.2056884765625
4113,1.20654296875
4114,1.2073974609375
4115,1.208251953125
4116,1.2091064453125
4117,1.2099609375
4118,1.2108154296875
4119,1.211669921875
4120,1.2125244140625
4121,1.21337890625
4122,1.2142333984375
4123,1.215087890625
4124,1.2159423828125
4125,1.216796875
4126,1.2176513671875
4127,1.218505859375
4128,1.21923828125
4129,1.219970703125
4130,1.220703125
4131,1.221435546875
4132,1.22216796875
4133,1.222900390625
4134,1.2236328125
4135,1.224365234375
4136,1.22509765625
4137,1.225830078125
4138,1.2265625
4139,1.227294921875
4140,1.22802734375
4141,1.228759765625
4142,1.2294921875
4143,1.230224609375
4144,1.23095703125
4145,1.231689453125
4146,1.232421875
4147,1.233154296875
4148,1.23388671875
4149,1.234619140625
4150,1.2353515625
4151,1.236083984375
4152,1.23681640625
4153,1.237548828125
4154,1.23828125
4155,1.239013671875
4156,1.23974609375
4157,1.240478515625
4158,1.2412109375
4159,1.241943359375
4160,1.2425537109375
4161,1.2431640625
4162,1.2437744140625
4163,1.244384765625
4164,1.2449951171875
4165,1.24560546875
4166,1.2462158203125
4167,1.246826171875
4168,1.2474365234375
4169,1.248046875
4170,1.2486572265625
4171,1.249267578125
4172,1.2498779296875
4173,1.25048828125
4174,1.2510986328125
4175,1.251708984375
4176,1.2523193359375
4177,1.2529296875
4178,1.2535400390625
4179,1.254150390625
4180,1.2547607421875
4181,1.25537109375
4182,1.2559814453125
4183,1.256591796875
4184,1.2572021484375
4185,1.2578125
4186,1.2584228515625
4187,1.259033203125
4188,1.2596435546875
4189,1.26025390625
4190,1.2608642578125
4191,1.261474609375
4192,1.2620849609375
4193,1.2626953125
4194,1.2633056640625
4195,1.263916015625
4196,1.2645263671875
4197,1.26513671875
4198,1.2657470703125
4199,1.266357421875
4200,1.2669677734375
4201,1.267578125
4202,1.2681884765625
4203,1.268798828125
4204,1.2694091796875
4205,1.27001953125
4206,1.2706298828125
4207,1.271240234375
4208,1.2718505859375
4209,1.2724609375
4210,1.2730712890625
4211,1.273681640625
4212,1.2742919921875
4213,1.27490234375
4214,1.2755126953125
4215,1.276123046875
4216,1.2767333984375
4217,1.27734375
4218,1.2779541015625
4219,1.278564453125
4220,1.2791748046875
4221,1.27978515625
4222,1.2803955078125
4223,1.281005859375
4224,1.281494140625
4225,1.281982421875
4226,1.282470703125
4227,1.282958984375
4228,1.283447265625
4229,1.283935546875
4230,1.284423828125
4231,1.284912109375
4232,1.285400390625
4233,1.285888671875
4234,1.286376953125
4235,1.286865234375
4236,1.287353515625
4237,1.287841796875
4238,1.288330078125
4239,1.288818359375
4240,1.289306640625
4241,1.289794921875
4242,1.290283203125
4243,1.290771484375
4244,1.291259765625
4245,1.291748046875
4246,1.292236328125
4247,1.292724609375
4248,1.293212890625
4249,1.293701171875
4250,1.294189453125
4251,1.294677734375
4252,1.295166015625
4253,1.295654296875
4254,1.296142578125
4255,1.296630859375
4256,1.297119140625
4257,1.297607421875
4258,1.298095703125
4259,1.298583984375
4260,1.299072265625
4261,1.299560546875
4262,1.300048828125
4263,1.300537109375
4264,1.301025390625
4265,1.301513671875
4266,1.302001953125
4267,1.302490234375
4268,1.302978515625
4269,1.303466796875
4270,1.303955078125
4271,1.304443359375
4272,1.304931640625
4273,1.305419921875
4274,1.305908203125
4275,1.306396484375
4276,1.306884765625
4277,1.307373046875
4278,1.307861328125
4279,1.308349609375
4280,1.308837890625
4281,1.309326171875
4282,1.309814453125
4283,1.310302734375
4284,1.310791015625
4285,1.311279296875
4286,1.311767578125
4287,1.312255859375
4288,1.312744140625
4289,1.313232421875
4290,1.313720703125
4291,1.314208984375
4292,1.314697265625
4293,1.315185546875
4294,1.315673828125
4295,1.316162109375
4296,1.316650390625
4297,1.317138671875
4298,1.317626953125
4299,1.318115234375
4300,1.318603515625
4301,1.319091796875
4302,1.319580078125
4303,1.320068359375
4304,1.320556640625
4305,1.321044921875
4306,1.321533203125
4307,1.322021484375
4308,1.322509765625
4309,1.322998046875
4310,1.323486328125
4311,1.323974609375
4312,1.324462890625
4313,1.324951171875
4314,1.325439453125
4315,1.325927734375
4316,1.326416015625
4317,1.326904296875
4318,1.327392578125
4319,1.327880859375
4320,1.328369140625
4321,1.328857421875
4322,1.329345703125
4323,1.329833984375
4324,1.330322265625
4325,1.330810546875
4326,1.331298828125
4327,1.331787109375
4328,1.332275390625
4329,1.332763671875
4330,1.333251953125
4331,1.333740234375
4332,1.334228515625
4333,1.334716796875
4334,1.335205078125
4335,1.335693359375
4336,1.336181640625
4337,1.336669921875
4338,1.337158203125
4339,1.337646484375
4340,1.338134765625
4341,1.338623046875
4342,1.339111328125
4343,1.339599609375
4344,1.340087890625
4345,1.340576171875
4346,1.341064453125
4347,1.341552734375
4348,1.342041015625
4349,1.342529296875
4350,1.343017578125
4351,1.343505859375
4352,1.3438720703125
4353,1.34423828125
4354,1.3446044921875
4355,1.344970703125
4356,1.3453369140625
4357,1.345703125
4358,1.3460693359375
4359,1.346435546875
4360,1.3468017578125
4361,1.34716796875
4362,1.3475341796875
4363,1.347900390625
4364,1.3482666015625
4365,1.3486328125
4366,1.3489990234375
4367,1.349365234375
4368,1.3497314453125
4369,1.35009765625
4370,1.3504638671875
4371,1.350830078125
