k,diff-to-upper-bound
1599,1.734375
1600,1.734130859375
1601,1.73388671875
1602,1.733642578125
1603,1.7333984375
1604,1.733154296875
1605,1.73291015625
1606,1.732666015625
1607,1.732421875
1608,1.732177734375
1609,1.73193359375
1610,1.731689453125
1611,1.7314453125
1612,1.731201171875
1613,1.73095703125
1614,1.730712890625
1615,1.73046875
1616,1.730224609375
1617,1.72998046875
1618,1.729736328125
1619,1.7294921875
1620,1.729248046875
1621,1.72900390625
1622,1.728759765625
1623,1.728515625
1624,1.728271484375
1625,1.72802734375
1626,1.727783203125
1627,1.7275390625
1628,1.727294921875
1629,1.72705078125
1630,1.726806640625
1631,1.7265625
1632,1.726318359375
1633,1.72607421875
1634,1.725830078125
1635,1.7255859375
1636,1.725341796875
1637,1.72509765625
1638,1.724853515625
1639,1.724609375
1640,1.724365234375
1641,1.72412109375
1642,1.723876953125
1643,1.7236328125
1644,1.723388671875
1645,1.72314453125
1646,1.722900390625
1647,1.72265625
1648,1.722412109375
1649,1.72216796875
1650,1.721923828125
1651,1.7216796875
1652,1.721435546875
1653,1.72119140625
1654,1.720947265625
1655,1.720703125
1656,1.720458984375
1657,1.72021484375
1658,1.719970703125
1659,1.7197265625
1660,1.719482421875
1661,1.71923828125
1662,1.718994140625
1663,1.71875
1664,1.718505859375
1665,1.71826171875
1666,1.718017578125
1667,1.7177734375
1668,1.717529296875
1669,1.71728515625
1670,1.717041015625
1671,1.716796875
1672,1.716552734375
1673,1.71630859375
1674,1.716064453125
1675,1.7158203125
1676,1.715576171875
1677,1.71533203125
1678,1.715087890625
1679,1.71484375
1680,1.714599609375
1681,1.71435546875
1682,1.714111328125
1683,1.7138671875
1684,1.713623046875
1685,1.71337890625
1686,1.713134765625
1687,1.712890625
1688,1.712646484375
1689,1.71240234375
1690,1.712158203125
1691,1.7119140625
1692,1.711669921875
1693,1.71142578125
1694,1.711181640625
1695,1.7109375
1696,1.710693359375
1697,1.71044921875
1698,1.710205078125
1699,1.7099609375
1700,1.709716796875
1701,1.70947265625
1702,1.709228515625
1703,1.708984375
1704,1.708740234375
1705,1.70849609375
1706,1.708251953125
1707,1.7080078125
1708,1.707763671875
1709,1.70751953125
1710,1.707275390625
1711,1.70703125
1712,1.706787109375
1713,1.70654296875
1714,1.706298828125
1715,1.7060546875
1716,1.705810546875
1717,1.70556640625
1718,1.705322265625
1719,1.705078125
1720,1.704833984375
1721,1.70458984375
1722,1.704345703125
1723,1.7041015625
1724,1.703857421875
1725,1.70361328125
1726,1.703369140625
1727,1.703125
1728,1.702880859375
1729,1.70263671875
1730,1.702392578125
1731,1.7021484375
1732,1.701904296875
1733,1.70166015625
1734,1.701416015625
1735,1.701171875
1736,1.700927734375
1737,1.70068359375
1738,1.700439453125
1739,1.7001953125
1740,1.699951171875
1741,1.69970703125
1742,1.699462890625
1743,1.69921875
1744,1.698974609375
1745,1.69873046875
1746,1.698486328125
1747,1.6982421875
1748,1.697998046875
1749,1.69775390625
1750,1.697509765625
1751,1.697265625
1752,1.697021484375
1753,1.69677734375
1754,1.696533203125
1755,1.6962890625
1756,1.696044921875
1757,1.69580078125
1758,1.695556640625
1759,1.6953125
1760,1.695068359375
1761,1.69482421875
1762,1.694580078125
1763,1.6943359375
1764,1.694091796875
1765,1.69384765625
1766,1.693603515625
1767,1.693359375
1768,1.693115234375
1769,1.69287109375
1770,1.692626953125
1771,1.6923828125
1772,1.692138671875
1773,1.69189453125
1774,1.691650390625
1775,1.69140625
1776,1.691162109375
1777,1.69091796875
1778,1.690673828125
1779,1.6904296875
1780,1.690185546875
1781,1.68994140625
1782,1.689697265625
1783,1.689453125
1784,1.689208984375
1785,1.68896484375
1786,1.688720703125
1787,1.6884765625
1788,1.688232421875
1789,1.68798828125
1790,1.687744140625
1791,1.6875
1792,1.687255859375
1793,1.68701171875
1794,1.686767578125
1795,1.6865234375
1796,1.686279296875
1797,1.68603515625
1798,1.685791015625
1799,1.685546875
1800,1.685302734375
1801,1.68505859375
1802,1.684814453125
1803,1.6845703125
1804,1.684326171875
1805,1.68408203125
1806,1.683837890625
1807,1.68359375
1808,1.683349609375
1809,1.68310546875
1810,1.682861328125
1811,1.6826171875
1812,1.682373046875
1813,1.68212890625
1814,1.681884765625
1815,1.681640625
1816,1.681396484375
1817,1.68115234375
1818,1.680908203125
1819,1.6806640625
1820,1.680419921875
1821,1.68017578125
1822,1.679931640625
1823,1.6796875
1824,1.679443359375
1825,1.67919921875
1826,1.678955078125
1827,1.6787109375
1828,1.678466796875
1829,1.67822265625
1830,1.677978515625
1831,1.677734375
1832,1.677490234375
1833,1.67724609375
1834,1.677001953125
1835,1.6767578125
1836,1.676513671875
1837,1.67626953125
1838,1.676025390625
1839,1.67578125
1840,1.675537109375
1841,1.67529296875
1842,1.675048828125
1843,1.6748046875
1844,1.674560546875
1845,1.67431640625
1846,1.674072265625
1847,1.673828125
1848,1.673583984375
1849,1.67333984375
1850,1.673095703125
1851,1.6728515625
1852,1.672607421875
1853,1.67236328125
1854,1.672119140625
1855,1.671875
1856,1.671630859375
1857,1.67138671875
1858,1.671142578125
1859,1.6708984375
1860,1.670654296875
1861,1.67041015625
1862,1.670166015625
1863,1.669921875
1864,1.669677734375
1865,1.66943359375
1866,1.669189453125
1867,1.6689453125
1868,1.668701171875
1869,1.66845703125
1870,1.668212890625
1871,1.66796875
1872,1.667724609375
1873,1.66748046875
1874,1.667236328125
1875,1.6669921875
1876,1.666748046875
1877,1.66650390625
1878,1.666259765625
1879,1.666015625
1880,1.665771484375
1881,1.66552734375
1882,1.665283203125
1883,1.6650390625
1884,1.664794921875
1885,1.66455078125
1886,1.664306640625
1887,1.6640625
1888,1.663818359375
1889,1.66357421875
1890,1.663330078125
1891,1.6630859375
1892,1.662841796875
1893,1.66259765625
1894,1.662353515625
1895,1.662109375
1896,1.661865234375
1897,1.66162109375
1898,1.661376953125
1899,1.6611328125
1900,1.660888671875
1901,1.66064453125
1902,1.660400390625
1903,1.66015625
1904,1.659912109375
1905,1.65966796875
1906,1.659423828125
1907,1.6591796875
1908,1.658935546875
1909,1.65869140625
1910,1.658447265625
1911,1.658203125
1912,1.657958984375
1913,1.65771484375
1914,1.657470703125
1915,1.6572265625
1916,1.656982421875
1917,1.65673828125
1918,1.656494140625
1919,1.65625
1920,1.656005859375
1921,1.65576171875
1922,1.655517578125
1923,1.6552734375
1924,1.655029296875
1925,1.65478515625
1926,1.654541015625
1927,1.654296875
1928,1.654052734375
1929,1.65380859375
1930,1.653564453125
1931,1.6533203125
1932,1.653076171875
1933,1.65283203125
1934,1.652587890625
1935,1.65234375
1936,1.652099609375
1937,1.65185546875
1938,1.651611328125
1939,1.6513671875
1940,1.651123046875
1941,1.65087890625
1942,1.650634765625
1943,1.650390625
1944,1.650146484375
1945,1.64990234375
1946,1.649658203125
1947,1.6494140625
1948,1.649169921875
1949,1.64892578125
1950,1.648681640625
1951,1.6484375
1952,1.648193359375
1953,1.64794921875
1954,1.647705078125
1955,1.6474609375
1956,1.647216796875
1957,1.64697265625
1958,1.646728515625
1959,1.646484375
1960,1.646240234375
1961,1.64599609375
1962,1.645751953125
1963,1.6455078125
1964,1.645263671875
1965,1.64501953125
1966,1.644775390625
1967,1.64453125
1968,1.644287109375
1969,1.64404296875
1970,1.643798828125
1971,1.6435546875
1972,1.643310546875
1973,1.64306640625
1974,1.642822265625
1975,1.642578125
1976,1.642333984375
1977,1.64208984375
1978,1.641845703125
1979,1.6416015625
1980,1.641357421875
1981,1.64111328125
1982,1.640869140625
1983,1.640625
1984,1.640380859375
1985,1.64013671875
1986,1.639892578125
1987,1.6396484375
1988,1.639404296875
1989,1.63916015625
1990,1.638916015625
1991,1.638671875
1992,1.638427734375
1993,1.63818359375
1994,1.637939453125
1995,1.6376953125
1996,1.637451171875
1997,1.63720703125
1998,1.636962890625
1999,1.63671875
2000,1.636474609375
2001,1.63623046875
2002,1.635986328125
2003,1.6357421875
2004,1.635498046875
2005,1.63525390625
2006,1.635009765625
2007,1.634765625
2008,1.634521484375
2009,1.63427734375
2010,1.634033203125
2011,1.6337890625
2012,1.633544921875
2013,1.63330078125
2014,1.633056640625
2015,1.6328125
2016,1.632568359375
2017,1.63232421875
2018,1.632080078125
2019,1.6318359375
2020,1.631591796875
2021,1.63134765625
2022,1.631103515625
2023,1.630859375
2024,1.630615234375
2025,1.63037109375
2026,1.630126953125
2027,1.6298828125
2028,1.629638671875
2029,1.62939453125
2030,1.629150390625
2031,1.62890625
2032,1.628662109375
2033,1.62841796875
2034,1.628173828125
2035,1.6279296875
2036,1.627685546875
2037,1.62744140625
2038,1.627197265625
2039,1.626953125
2040,1.626708984375
2041,1.62646484375
2042,1.626220703125
2043,1.6259765625
2044,1.625732421875
2045,1.62548828125
2046,1.625244140625
2047,1.1875
2048,1.18994140625
2049,1.1923828125
2050,1.194580078125
2051,1.19677734375
2052,1.19873046875
2053,1.20068359375
2054,1.20263671875
2055,1.20458984375
2056,1.206298828125
2057,1.2080078125
2058,1.209716796875
2059,1.21142578125
2060,1.213134765625
2061,1.21484375
2062,1.216552734375
2063,1.21826171875
2064,1.2197265625
2065,1.22119140625
2066,1.22265625
2067,1.22412109375
2068,1.2255859375
2069,1.22705078125
2070,1.228515625
2071,1.22998046875
2072,1.2314453125
2073,1.23291015625
2074,1.234375
2075,1.23583984375
2076,1.2373046875
2077,1.23876953125
2078,1.240234375
2079,1.24169921875
2080,1.242919921875
2081,1.244140625
2082,1.245361328125
2083,1.24658203125
2084,1.247802734375
2085,1.2490234375
2086,1.250244140625
2087,1.25146484375
2088,1.252685546875
2089,1.25390625
2090,1.255126953125
2091,1.25634765625
2092,1.257568359375
2093,1.2587890625
2094,1.260009765625
2095,1.26123046875
2096,1.262451171875
2097,1.263671875
2098,1.264892578125
2099,1.26611328125
2100,1.267333984375
2101,1.2685546875
2102,1.269775390625
2103,1.27099609375
2104,1.272216796875
2105,1.2734375
2106,1.274658203125
2107,1.27587890625
2108,1.277099609375
2109,1.2783203125
2110,1.279541015625
2111,1.28076171875
2112,1.28173828125
2113,1.28271484375
2114,1.28369140625
2115,1.28466796875
2116,1.28564453125
2117,1.28662109375
2118,1.28759765625
2119,1.28857421875
2120,1.28955078125
2121,1.29052734375
2122,1.29150390625
2123,1.29248046875
2124,1.29345703125
2125,1.29443359375
2126,1.29541015625
2127,1.29638671875
2128,1.29736328125
2129,1.29833984375
2130,1.29931640625
2131,1.30029296875
2132,1.30126953125
2133,1.30224609375
2134,1.30322265625
2135,1.30419921875
2136,1.30517578125
2137,1.30615234375
2138,1.30712890625
2139,1.30810546875
2140,1.30908203125
2141,1.31005859375
2142,1.31103515625
2143,1.31201171875
2144,1.31298828125
2145,1.31396484375
2146,1.31494140625
2147,1.31591796875
2148,1.31689453125
2149,1.31787109375
2150,1.31884765625
2151,1.31982421875
2152,1.32080078125
2153,1.32177734375
2154,1.32275390625
2155,1.32373046875
2156,1.32470703125
2157,1.32568359375
2158,1.32666015625
2159,1.32763671875
2160,1.32861328125
2161,1.32958984375
2162,1.33056640625
2163,1.33154296875
2164,1.33251953125
2165,1.33349609375
2166,1.33447265625
2167,1.33544921875
2168,1.33642578125
2169,1.33740234375
2170,1.33837890625
2171,1.33935546875
2172,1.34033203125
2173,1.34130859375
2174,1.34228515625
2175,1.34326171875
2176,1.343994140625
2177,1.3447265625
2178,1.345458984375
2179,1.34619140625
2180,1.346923828125
2181,1.34765625
2182,1.348388671875
2183,1.34912109375
2184,1.349853515625
2185,1.3505859375
2186,1.351318359375
2187,1.35205078125
2188,1.352783203125
2189,1.353515625
2190,1.354248046875
2191,1.35498046875
2192,1.355712890625
2193,1.3564453125
2194,1.357177734375
2195,1.35791015625
2196,1.358642578125
2197,1.359375
2198,1.360107421875
2199,1.36083984375
2200,1.361572265625
2201,1.3623046875
2202,1.363037109375
2203,1.36376953125
2204,1.364501953125
2205,1.365234375
2206,1.365966796875
2207,1.36669921875
2208,1.367431640625
2209,1.3681640625
2210,1.368896484375
2211,1.36962890625
2212,1.370361328125
2213,1.37109375
2214,1.371826171875
2215,1.37255859375
2216,1.373291015625
2217,1.3740234375
2218,1.374755859375
2219,1.37548828125
2220,1.376220703125
2221,1.376953125
2222,1.377685546875
2223,1.37841796875
2224,1.379150390625
2225,1.3798828125
2226,1.380615234375
2227,1.38134765625
2228,1.382080078125
2229,1.3828125
2230,1.383544921875
2231,1.38427734375
2232,1.385009765625
2233,1.3857421875
2234,1.386474609375
2235,1.38720703125
2236,1.387939453125
2237,1.388671875
2238,1.389404296875
2239,1.39013671875
2240,1.390869140625
2241,1.3916015625
2242,1.392333984375
2243,1.39306640625
2244,1.393798828125
2245,1.39453125
2246,1.395263671875
2247,1.39599609375
2248,1.396728515625
2249,1.3974609375
2250,1.398193359375
2251,1.39892578125
2252,1.399658203125
2253,1.400390625
2254,1.401123046875
2255,1.40185546875
2256,1.402587890625
2257,1.4033203125
2258,1.404052734375
2259,1.40478515625
2260,1.405517578125
2261,1.40625
2262,1.406982421875
2263,1.40771484375
2264,1.408447265625
2265,1.4091796875
2266,1.409912109375
2267,1.41064453125
2268,1.411376953125
2269,1.412109375
2270,1.412841796875
2271,1.41357421875
2272,1.414306640625
2273,1.4150390625
2274,1.415771484375
2275,1.41650390625
2276,1.417236328125
2277,1.41796875
2278,1.418701171875
2279,1.41943359375
2280,1.420166015625
2281,1.4208984375
2282,1.421630859375
2283,1.42236328125
2284,1.423095703125
2285,1.423828125
2286,1.424560546875
2287,1.42529296875
2288,1.426025390625
2289,1.4267578125
2290,1.427490234375
2291,1.42822265625
2292,1.428955078125
2293,1.4296875
2294,1.430419921875
2295,1.43115234375
2296,1.431884765625
2297,1.4326171875
2298,1.433349609375
2299,1.43408203125
2300,1.434814453125
2301,1.435546875
2302,1.436279296875
2303,1.43701171875
2304,1.4375
2305,1.43798828125
2306,1.4384765625
2307,1.43896484375
2308,1.439453125
2309,1.43994140625
2310,1.4404296875
2311,1.44091796875
2312,1.44140625
2313,1.44189453125
2314,1.4423828125
2315,1.44287109375
2316,1.443359375
2317,1.44384765625
2318,1.4443359375
2319,1.44482421875
2320,1.4453125
2321,1.44580078125
2322,1.4462890625
2323,1.44677734375
2324,1.447265625
2325,1.44775390625
2326,1.4482421875
2327,1.44873046875
2328,1.44921875
2329,1.44970703125
2330,1.4501953125
2331,1.45068359375
2332,1.451171875
2333,1.45166015625
2334,1.4521484375
2335,1.45263671875
2336,1.453125
2337,1.45361328125
2338,1.4541015625
2339,1.45458984375
2340,1.455078125
2341,1.45556640625
2342,1.4560546875
2343,1.45654296875
2344,1.45703125
2345,1.45751953125
2346,1.4580078125
2347,1.45849609375
2348,1.458984375
2349,1.45947265625
2350,1.4599609375
2351,1.46044921875
2352,1.4609375
2353,1.46142578125
2354,1.4619140625
2355,1.46240234375
2356,1.462890625
2357,1.46337890625
2358,1.4638671875
2359,1.46435546875
2360,1.46484375
2361,1.46533203125
2362,1.4658203125
2363,1.46630859375
2364,1.466796875
2365,1.46728515625
2366,1.4677734375
2367,1.46826171875
2368,1.46875
2369,1.46923828125
2370,1.4697265625
2371,1.47021484375
2372,1.470703125
2373,1.47119140625
2374,1.4716796875
2375,1.47216796875
2376,1.47265625
2377,1.47314453125
2378,1.4736328125
2379,1.47412109375
2380,1.474609375
2381,1.47509765625
2382,1.4755859375
2383,1.47607421875
2384,1.4765625
2385,1.47705078125
2386,1.4775390625
2387,1.47802734375
2388,1.478515625
2389,1.47900390625
2390,1.4794921875
2391,1.47998046875
2392,1.48046875
2393,1.48095703125
2394,1.4814453125
2395,1.48193359375
2396,1.482421875
2397,1.48291015625
2398,1.4833984375
2399,1.48388671875
2400,1.484375
2401,1.48486328125
2402,1.4853515625
2403,1.48583984375
2404,1.486328125
2405,1.48681640625
2406,1.4873046875
2407,1.48779296875
2408,1.48828125
2409,1.48876953125
2410,1.4892578125
2411,1.48974609375
2412,1.490234375
2413,1.49072265625
2414,1.4912109375
2415,1.49169921875
2416,1.4921875
2417,1.49267578125
2418,1.4931640625
2419,1.49365234375
2420,1.494140625
2421,1.49462890625
2422,1.4951171875
2423,1.49560546875
2424,1.49609375
2425,1.49658203125
2426,1.4970703125
2427,1.49755859375
2428,1.498046875
2429,1.49853515625
2430,1.4990234375
2431,1.49951171875
2432,1.5
2433,1.50048828125
2434,1.5009765625
2435,1.50146484375
2436,1.501953125
2437,1.50244140625
2438,1.5029296875
2439,1.50341796875
2440,1.50390625
2441,1.50439453125
2442,1.5048828125
2443,1.50537109375
2444,1.505859375
2445,1.50634765625
2446,1.5068359375
2447,1.50732421875
2448,1.5078125
2449,1.50830078125
2450,1.5087890625
2451,1.50927734375
2452,1.509765625
2453,1.51025390625
2454,1.5107421875
2455,1.51123046875
2456,1.51171875
2457,1.51220703125
2458,1.5126953125
2459,1.51318359375
2460,1.513671875
2461,1.51416015625
2462,1.5146484375
2463,1.51513671875
2464,1.515625
2465,1.51611328125
2466,1.5166015625
2467,1.51708984375
2468,1.517578125
2469,1.51806640625
2470,1.5185546875
2471,1.51904296875
2472,1.51953125
2473,1.52001953125
2474,1.5205078125
2475,1.52099609375
2476,1.521484375
2477,1.52197265625
2478,1.5224609375
2479,1.52294921875
2480,1.5234375
2481,1.52392578125
2482,1.5244140625
2483,1.52490234375
2484,1.525390625
2485,1.52587890625
2486,1.5263671875
2487,1.52685546875
2488,1.52734375
2489,1.52783203125
2490,1.5283203125
2491,1.52880859375
2492,1.529296875
2493,1.52978515625
2494,1.5302734375
2495,1.53076171875
2496,1.53125
2497,1.53173828125
2498,1.5322265625
2499,1.53271484375
2500,1.533203125
2501,1.53369140625
2502,1.5341796875
2503,1.53466796875
2504,1.53515625
2505,1.53564453125
2506,1.5361328125
2507,1.53662109375
2508,1.537109375
2509,1.53759765625
2510,1.5380859375
2511,1.53857421875
2512,1.5390625
2513,1.53955078125
2514,1.5400390625
2515,1.54052734375
2516,1.541015625
2517,1.54150390625
2518,1.5419921875
2519,1.54248046875
2520,1.54296875
2521,1.54345703125
2522,1.5439453125
2523,1.54443359375
2524,1.544921875
2525,1.54541015625
2526,1.5458984375
2527,1.54638671875
2528,1.546875
2529,1.54736328125
2530,1.5478515625
2531,1.54833984375
2532,1.548828125
2533,1.54931640625
2534,1.5498046875
2535,1.55029296875
2536,1.55078125
2537,1.55126953125
2538,1.5517578125
2539,1.55224609375
2540,1.552734375
2541,1.55322265625
2542,1.5537109375
2543,1.55419921875
2544,1.5546875
2545,1.55517578125
2546,1.5556640625
2547,1.55615234375
2548,1.556640625
2549,1.55712890625
2550,1.5576171875
2551,1.55810546875
2552,1.55859375
2553,1.55908203125
2554,1.5595703125
2555,1.56005859375
2556,1.560546875
2557,1.56103515625
2558,1.5615234375
2559,1.56201171875
2560,1.562255859375
2561,1.5625
2562,1.562744140625
2563,1.56298828125
2564,1.563232421875
2565,1.5634765625
2566,1.563720703125
2567,1.56396484375
2568,1.564208984375
2569,1.564453125
2570,1.564697265625
2571,1.56494140625
2572,1.565185546875
2573,1.5654296875
2574,1.565673828125
2575,1.56591796875
2576,1.566162109375
2577,1.56640625
2578,1.566650390625
2579,1.56689453125
2580,1.567138671875
2581,1.5673828125
2582,1.567626953125
2583,1.56787109375
2584,1.568115234375
2585,1.568359375
2586,1.568603515625
2587,1.56884765625
2588,1.569091796875
2589,1.5693359375
2590,1.569580078125
2591,1.56982421875
2592,1.570068359375
2593,1.5703125
2594,1.570556640625
2595,1.57080078125
2596,1.571044921875
2597,1.5712890625
2598,1.571533203125
2599,1.57177734375
2600,1.572021484375
2601,1.572265625
2602,1.572509765625
2603,1.57275390625
2604,1.572998046875
2605,1.5732421875
2606,1.573486328125
2607,1.57373046875
2608,1.573974609375
2609,1.57421875
2610,1.574462890625
2611,1.57470703125
2612,1.574951171875
2613,1.5751953125
2614,1.575439453125
2615,1.57568359375
2616,1.575927734375
2617,1.576171875
2618,1.576416015625
2619,1.57666015625
2620,1.576904296875
2621,1.5771484375
2622,1.577392578125
2623,1.57763671875
2624,1.577880859375
2625,1.578125
2626,1.578369140625
2627,1.57861328125
2628,1.578857421875
2629,1.5791015625
2630,1.579345703125
2631,1.57958984375
2632,1.579833984375
2633,1.580078125
2634,1.580322265625
2635,1.58056640625
2636,1.580810546875
2637,1.5810546875
2638,1.581298828125
2639,1.58154296875
2640,1.581787109375
2641,1.58203125
2642,1.582275390625
2643,1.58251953125
2644,1.582763671875
2645,1.5830078125
2646,1.583251953125
2647,1.58349609375
2648,1.583740234375
2649,1.583984375
2650,1.584228515625
2651,1.58447265625
2652,1.584716796875
2653,1.5849609375
2654,1.585205078125
2655,1.58544921875
2656,1.585693359375
2657,1.5859375
2658,1.586181640625
2659,1.58642578125
2660,1.586669921875
2661,1.5869140625
2662,1.587158203125
2663,1.58740234375
2664,1.587646484375
2665,1.587890625
2666,1.588134765625
2667,1.58837890625
2668,1.588623046875
2669,1.5888671875
2670,1.589111328125
2671,1.58935546875
2672,1.589599609375
2673,1.58984375
2674,1.590087890625
2675,1.59033203125
2676,1.590576171875
2677,1.5908203125
2678,1.591064453125
2679,1.59130859375
2680,1.591552734375
2681,1.591796875
2682,1.592041015625
2683,1.59228515625
2684,1.592529296875
2685,1.5927734375
2686,1.593017578125
2687,1.59326171875
2688,1.593505859375
2689,1.59375
2690,1.593994140625
2691,1.59423828125
2692,1.594482421875
2693,1.5947265625
2694,1.594970703125
2695,1.59521484375
2696,1.595458984375
2697,1.595703125
2698,1.595947265625
2699,1.59619140625
2700,1.596435546875
2701,1.5966796875
2702,1.596923828125
2703,1.59716796875
2704,1.597412109375
2705,1.59765625
2706,1.597900390625
2707,1.59814453125
2708,1.598388671875
2709,1.5986328125
2710,1.598876953125
2711,1.59912109375
2712,1.599365234375
2713,1.599609375
2714,1.599853515625
2715,1.60009765625
2716,1.600341796875
2717,1.6005859375
2718,1.600830078125
2719,1.60107421875
2720,1.601318359375
2721,1.6015625
2722,1.601806640625
2723,1.60205078125
2724,1.602294921875
2725,1.6025390625
2726,1.602783203125
2727,1.60302734375
2728,1.603271484375
2729,1.603515625
2730,1.603759765625
2731,1.60400390625
2732,1.604248046875
2733,1.6044921875
2734,1.604736328125
2735,1.60498046875
2736,1.605224609375
2737,1.60546875
2738,1.605712890625
2739,1.60595703125
2740,1.606201171875
2741,1.6064453125
2742,1.606689453125
2743,1.60693359375
2744,1.607177734375
2745,1.607421875
2746,1.607666015625
2747,1.60791015625
2748,1.608154296875
2749,1.6083984375
2750,1.608642578125
2751,1.60888671875
2752,1.609130859375
2753,1.609375
2754,1.609619140625
2755,1.60986328125
2756,1.610107421875
2757,1.6103515625
2758,1.610595703125
2759,1.61083984375
2760,1.611083984375
2761,1.611328125
2762,1.611572265625
2763,1.61181640625
2764,1.612060546875
2765,1.6123046875
2766,1.612548828125
2767,1.61279296875
2768,1.613037109375
2769,1.61328125
2770,1.613525390625
2771,1.61376953125
2772,1.614013671875
2773,1.6142578125
2774,1.614501953125
2775,1.61474609375
2776,1.614990234375
2777,1.615234375
2778,1.615478515625
2779,1.61572265625
2780,1.615966796875
2781,1.6162109375
2782,1.616455078125
2783,1.61669921875
2784,1.616943359375
2785,1.6171875
2786,1.617431640625
2787,1.61767578125
2788,1.617919921875
2789,1.6181640625
2790,1.618408203125
2791,1.61865234375
2792,1.618896484375
2793,1.619140625
2794,1.619384765625
2795,1.61962890625
2796,1.619873046875
2797,1.6201171875
2798,1.620361328125
2799,1.62060546875
2800,1.620849609375
2801,1.62109375
2802,1.621337890625
2803,1.62158203125
2804,1.621826171875
2805,1.6220703125
2806,1.622314453125
2807,1.62255859375
2808,1.622802734375
2809,1.623046875
2810,1.623291015625
2811,1.62353515625
2812,1.623779296875
2813,1.6240234375
2814,1.624267578125
2815,1.62451171875
2816,1.624755859375
2817,1.625
2818,1.625244140625
2819,1.62548828125
2820,1.625732421875
2821,1.6259765625
2822,1.626220703125
2823,1.62646484375
2824,1.626708984375
2825,1.626953125
2826,1.627197265625
2827,1.62744140625
2828,1.627685546875
2829,1.6279296875
2830,1.628173828125
2831,1.62841796875
2832,1.628662109375
2833,1.62890625
2834,1.629150390625
2835,1.62939453125
2836,1.629638671875
2837,1.6298828125
2838,1.630126953125
2839,1.63037109375
2840,1.630615234375
2841,1.630859375
2842,1.631103515625
2843,1.63134765625
2844,1.631591796875
2845,1.6318359375
2846,1.632080078125
2847,1.63232421875
2848,1.632568359375
2849,1.6328125
2850,1.633056640625
2851,1.63330078125
2852,1.633544921875
2853,1.6337890625
2854,1.634033203125
2855,1.63427734375
2856,1.634521484375
2857,1.634765625
2858,1.635009765625
2859,1.63525390625
2860,1.635498046875
2861,1.6357421875
2862,1.635986328125
2863,1.63623046875
2864,1.636474609375
2865,1.63671875
2866,1.636962890625
2867,1.63720703125
2868,1.637451171875
2869,1.6376953125
2870,1.637939453125
2871,1.63818359375
2872,1.638427734375
2873,1.638671875
2874,1.638916015625
2875,1.63916015625
2876,1.639404296875
2877,1.6396484375
2878,1.639892578125
2879,1.64013671875
2880,1.640380859375
2881,1.640625
2882,1.640869140625
2883,1.64111328125
2884,1.641357421875
2885,1.6416015625
2886,1.641845703125
2887,1.64208984375
2888,1.642333984375
2889,1.642578125
2890,1.642822265625
2891,1.64306640625
2892,1.643310546875
2893,1.6435546875
2894,1.643798828125
2895,1.64404296875
2896,1.644287109375
2897,1.64453125
2898,1.644775390625
2899,1.64501953125
2900,1.645263671875
2901,1.6455078125
2902,1.645751953125
2903,1.64599609375
2904,1.646240234375
2905,1.646484375
2906,1.646728515625
2907,1.64697265625
2908,1.647216796875
2909,1.6474609375
2910,1.647705078125
2911,1.64794921875
2912,1.648193359375
2913,1.6484375
2914,1.648681640625
2915,1.64892578125
2916,1.649169921875
2917,1.6494140625
2918,1.649658203125
2919,1.64990234375
2920,1.650146484375
2921,1.650390625
2922,1.650634765625
2923,1.65087890625
2924,1.651123046875
2925,1.6513671875
2926,1.651611328125
2927,1.65185546875
2928,1.652099609375
2929,1.65234375
2930,1.652587890625
2931,1.65283203125
2932,1.653076171875
2933,1.6533203125
2934,1.653564453125
2935,1.65380859375
2936,1.654052734375
2937,1.654296875
2938,1.654541015625
2939,1.65478515625
2940,1.655029296875
2941,1.6552734375
2942,1.655517578125
2943,1.65576171875
2944,1.656005859375
2945,1.65625
2946,1.656494140625
2947,1.65673828125
2948,1.656982421875
2949,1.6572265625
2950,1.657470703125
2951,1.65771484375
2952,1.657958984375
2953,1.658203125
2954,1.658447265625
2955,1.65869140625
2956,1.658935546875
2957,1.6591796875
2958,1.659423828125
2959,1.65966796875
2960,1.659912109375
2961,1.66015625
2962,1.660400390625
2963,1.66064453125
2964,1.660888671875
2965,1.6611328125
2966,1.661376953125
2967,1.66162109375
2968,1.661865234375
2969,1.662109375
2970,1.662353515625
2971,1.66259765625
2972,1.662841796875
2973,1.6630859375
2974,1.663330078125
2975,1.66357421875
2976,1.663818359375
2977,1.6640625
2978,1.664306640625
2979,1.66455078125
2980,1.664794921875
2981,1.6650390625
2982,1.665283203125
2983,1.66552734375
2984,1.665771484375
2985,1.666015625
2986,1.666259765625
2987,1.66650390625
2988,1.666748046875
2989,1.6669921875
2990,1.667236328125
2991,1.66748046875
2992,1.667724609375
2993,1.66796875
2994,1.668212890625
2995,1.66845703125
2996,1.668701171875
2997,1.6689453125
2998,1.669189453125
2999,1.66943359375
3000,1.669677734375
3001,1.669921875
3002,1.670166015625
3003,1.67041015625
3004,1.670654296875
3005,1.6708984375
3006,1.671142578125
3007,1.67138671875
3008,1.671630859375
3009,1.671875
3010,1.672119140625
3011,1.67236328125
3012,1.672607421875
3013,1.6728515625
3014,1.673095703125
3015,1.67333984375
3016,1.673583984375
3017,1.673828125
3018,1.674072265625
3019,1.67431640625
3020,1.674560546875
